"","K1","K2","K3","K4","K5","K6","s1_xgl_root_1","s1_xgl_root_2","s1_xgl_root_3","s1_xgl_soil_1","s1_xgl_soil_2","s1_xgl_soil_3","s2_xgl_root_1","s2_xgl_root_2","s2_xgl_root_3","s2_xgl_soil_1","s2_xgl_soil_2","s2_xgl_soil_3","SK1","SK2","SK3","SK4","SK5","SK6","XF1_1","XF1_2","XF1_3","XF1","XF2_1","XF2_2","XF2_3","XF2","XF3","XF4","XF5","XF6"
"ASV_1",13395,12618,8192,4645,10770,4703,25488,27410,26470,272,241,211,34011,44752,24572,3117,4118,2059,227,183,78,87,112,187,22,21,27,0,0,0,25,9,0,0,0,0
"ASV_2",11762,19502,15115,33684,13833,7511,3368,4066,2244,231,210,140,2044,1561,1660,228,347,1574,500,5776,18153,284,804,7316,83,26,23,0,0,0,0,13,14,0,18,16
"ASV_3",8272,10890,11414,15272,10148,27328,0,16,166,0,0,0,222,8,0,0,46,0,171,433,475,198,313,330,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_4",149,129,211,109,168,134,44,32,41,6545,5971,2826,198,54,144,7922,17891,27885,6210,7710,3773,2543,11353,4565,53,0,30,118,130,101,132,341,77,95,172,77
"ASV_5",554,556,586,0,200,0,4968,5817,1240,191,494,181,3340,4610,23919,0,316,290,159,0,0,60,0,0,165,63,36,0,132,143,148,0,0,0,0,0
"ASV_6",144,489,313,541,643,331,395,169,39,78,352,85,270,538,378,80,45,98,95,184,0,0,0,82,0,0,0,0,0,0,58,0,0,0,8,0
"ASV_7",3692,3569,5122,3488,5730,2416,0,0,0,0,0,0,365,548,28,35,54,0,25,118,44,32,38,39,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_8",1970,5117,2647,1103,3398,296,0,0,0,0,0,0,0,0,0,0,0,0,130,559,0,118,204,320,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_9",543,969,264,623,303,696,1902,498,2169,462,1449,131,4046,4367,4084,402,483,576,177,141,0,0,305,589,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_10",502,686,1080,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0,8364,5891,25,0,0,0,0,0,0,0,0,0,8,107,0
"ASV_11",134,1981,550,667,1019,1517,15,0,0,7,16,0,1153,1224,1233,65,163,219,43,224,477,381,184,419,0,13,0,0,4,8,12,0,0,0,4,0
"ASV_12",1320,4442,697,637,661,2682,653,394,1317,229,558,61,3575,1527,1679,1691,404,387,442,550,6715,102,863,3066,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_13",1740,10742,2941,2868,2960,1681,0,0,0,0,0,0,0,0,23,0,0,34,226,335,258,69,143,136,0,0,0,0,0,0,0,0,0,0,8,0
"ASV_14",1801,4460,3155,1826,2160,2109,14,17,12,24,13,16,34,82,133,11,0,80,1349,1102,1659,287,851,1018,382,194,121,0,0,0,1,0,10,13,0,0
"ASV_15",7,12,13,14,9,0,0,0,0,25,27,8,3,0,0,49,25,204,1552,1930,1244,2186,3086,2145,0,0,8,4,0,0,0,0,11,11,35,0
"ASV_16",196,83,751,1116,293,886,0,0,0,136,391,0,26,0,130,17,9,45,136,12483,20,4812,633,4249,0,0,0,0,0,0,0,0,4,0,0,0
"ASV_17",852,782,695,540,739,1162,2876,2056,3030,140,91,62,2157,7669,5857,148,220,420,175,103,79,83,169,59,52,0,0,0,19,51,42,0,0,0,0,0
"ASV_18",0,621,0,0,22,16,5,0,7,0,0,0,61,22,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_19",30,19,30,37,13,0,0,0,0,0,0,0,0,0,0,0,0,0,547,3329,0,316,4808,517,0,0,0,0,0,0,0,0,0,0,50,0
"ASV_20",527,872,518,0,475,215,163,93,0,0,0,0,347,681,2641,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_21",1905,2887,1887,97,1373,140,0,0,0,0,0,0,58,0,73,0,9,39,360,180,0,117,324,58,33,0,0,754,49,62,43,3095,344,417,853,185
"ASV_22",1327,3231,2135,265,509,2457,235,62,9,0,0,0,0,12,0,0,0,0,196,169,69,35,51,90,0,0,0,0,0,0,0,0,0,0,0,8
"ASV_23",642,554,142,457,741,807,0,0,0,0,0,0,0,0,0,0,0,0,263,2418,1710,0,102,1792,0,0,0,47,0,0,0,218,0,0,34,0
"ASV_24",88,119,97,0,54,0,0,0,0,0,15,0,0,0,0,9,10,52,1759,448,0,516,1223,179,0,0,0,37,447,413,528,65,18,19,23,0
"ASV_25",1165,1394,1525,1244,1176,414,0,910,0,0,0,0,149,333,386,0,0,73,108,175,42,55,61,69,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_26",391,58,86,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,927,0,0,0,3402,0,0,0,0,0,0,0,0,0,0,0,27,0
"ASV_27",88,249,154,0,181,0,835,1935,1403,225,574,186,919,2222,4500,202,172,779,76,0,0,0,0,0,0,0,0,0,9,10,19,0,0,0,0,0
"ASV_28",185,268,219,165,202,204,0,0,0,25,19,23,0,0,0,38,32,140,704,869,1501,538,685,1192,0,0,0,63,37,37,0,107,77,48,75,58
"ASV_29",28,85,54,18,21,115,0,0,20,0,0,0,6,19,0,0,49,9,0,0,0,0,0,0,1525,652,322,0,4504,5355,7261,0,0,0,0,0
"ASV_30",0,0,0,0,8,0,0,0,0,10,0,0,19,78,0,0,6,129,7,0,0,0,23,25,2309,1376,381,1139,1802,2298,2412,1387,1365,1253,1150,569
"ASV_31",44,60,99,123,12,37,0,0,0,0,0,0,0,0,0,0,0,0,500,2278,510,401,1082,1833,0,0,0,0,0,0,0,0,0,10,24,0
"ASV_32",347,800,667,60,546,1270,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,113,0,0,0,0,91,124,134,0,0,0,0,0
"ASV_33",236,1139,1353,629,490,2014,0,0,0,0,0,0,0,100,0,0,0,53,0,191,79,57,0,147,0,0,0,0,0,0,0,0,0,0,19,0
"ASV_35",33,0,0,22,0,0,36,30,0,1460,2094,917,26,56,60,2006,1755,6643,31,0,0,0,35,0,123,42,45,0,0,17,42,0,0,0,0,0
"ASV_36",15,21,18,0,0,15,0,0,0,0,0,0,0,0,0,0,0,25,296,977,1207,245,741,1357,49,16,11,29,0,12,12,34,32,27,36,0
"ASV_37",140,177,90,107,59,110,249,680,559,304,294,173,85,301,118,730,121,3415,371,280,71,78,236,213,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_38",26,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,895,667,144,730,1076,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,307,668,840,612,201,1012,688,36,40,18,37,17,26,44,36,26,46,38,0
"ASV_40",346,324,406,417,405,433,0,0,0,0,0,0,0,0,0,0,0,0,354,329,312,357,351,357,0,0,0,365,0,0,0,440,426,306,259,117
"ASV_41",0,21,31,0,0,0,64,43,52,1026,1661,678,35,101,84,1560,1652,6036,78,0,34,0,31,0,89,42,0,0,20,0,0,0,0,0,0,0
"ASV_42",160,701,287,591,845,515,0,0,0,0,0,0,160,332,1104,0,17,18,21,44,29,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_43",0,0,0,0,0,0,0,0,0,103,102,74,0,0,0,124,447,716,291,296,195,147,550,334,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_44",1580,1335,1751,0,421,33,0,0,0,0,0,0,0,0,0,0,0,0,213,94,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_45",17,0,15,5,12,0,0,0,0,13,12,0,8,0,13,53,64,275,253,877,1151,445,572,594,0,0,0,0,110,118,127,0,0,0,0,0
"ASV_46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,109,483,597,236,446,930,392,30,12,0,16,0,0,0,38,0,0,13,21
"ASV_47",0,0,0,7,0,0,0,0,0,206,625,223,12,0,0,438,183,1674,568,515,324,194,672,442,29,0,0,0,0,0,0,0,13,0,0,0
"ASV_48",590,344,404,450,537,686,118,121,61,75,75,42,111,111,626,0,31,150,134,749,308,48,173,413,33,0,0,0,0,0,0,0,0,0,0,0
"ASV_49",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,177,645,608,170,374,1474,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_50",922,517,1042,247,715,589,25,118,93,13,10,0,21,15,43,0,0,0,190,140,164,84,172,176,42,0,0,0,38,0,0,0,0,0,0,0
"ASV_51",0,0,0,0,0,0,14,0,38,62,94,28,306,132,323,283,78,433,134,221,370,151,236,569,119,33,15,0,0,0,0,0,0,0,25,0
"ASV_52",0,21,22,34,0,15,0,0,0,0,10,0,0,0,0,0,0,0,549,846,227,192,529,686,0,0,0,0,0,0,0,0,0,0,11,0
"ASV_53",247,322,0,0,0,0,658,916,1122,29,37,33,1093,843,2339,18,144,132,0,0,0,0,0,0,0,0,0,0,293,335,435,0,0,0,0,0
"ASV_54",0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,179,372,1429,250,356,653,0,0,0,9,51,29,45,0,6,12,21,3
"ASV_55",124,374,131,686,223,0,33,79,35,69,103,34,63,181,109,720,171,1348,119,429,52,19,47,37,15,0,0,0,19,26,29,0,0,0,0,0
"ASV_56",101,125,137,68,127,222,0,0,0,0,0,0,0,0,0,0,8,32,337,492,504,324,382,614,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_57",29,29,21,41,25,23,0,0,0,25,14,0,0,0,0,21,46,79,203,532,919,168,468,642,0,0,0,0,3,0,0,0,0,0,0,0
"ASV_58",68,61,102,114,81,115,0,0,0,0,0,0,0,0,0,0,0,0,400,453,787,360,650,961,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_59",0,0,36,143,36,0,0,0,0,0,25,0,0,47,105,232,101,467,87,105,0,37,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_60",297,304,281,141,129,18,798,1033,975,134,92,105,405,672,421,16,40,133,382,49,0,42,311,0,36,17,12,0,77,83,131,0,0,0,0,0
"ASV_61",185,684,176,114,243,0,0,129,0,33,9,18,48,61,103,4245,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_62",27,55,26,0,51,26,0,0,0,0,0,0,0,0,0,0,0,0,270,473,24,66,243,189,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_63",26,42,46,28,67,38,0,0,0,0,0,0,0,0,0,0,0,9,79,269,195,44,227,227,170,84,20,1052,53,69,93,1366,898,779,709,320
"ASV_64",3,6,11,0,1,0,0,0,0,0,32,0,0,0,0,32,73,118,1071,214,0,278,697,65,0,0,0,14,124,116,126,15,17,10,14,0
"ASV_65",213,832,479,511,848,527,24,80,18,23,20,11,0,21,104,0,0,35,20,65,91,18,22,39,16,0,0,0,31,42,28,5,0,0,0,0
"ASV_66",0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,387,661,486,119,511,837,28,13,0,34,10,0,0,14,20,27,15,15
"ASV_67",117,49,81,0,66,17,138,252,102,2269,1510,853,85,262,382,268,474,865,90,0,0,10,49,0,221,83,42,0,18,27,26,41,0,7,0,0
"ASV_68",0,15,0,0,0,0,33,33,163,1634,1014,1187,51,0,135,113,51,1126,709,153,0,0,213,0,92,48,11,0,115,138,160,0,0,0,0,0
"ASV_69",0,0,0,0,26,0,730,1195,728,95,62,22,989,2122,2757,0,87,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_70",0,52,0,49,42,0,0,20,19,126,168,106,0,0,0,339,93,805,129,225,185,73,192,220,0,0,0,0,0,0,0,28,0,0,0,0
"ASV_71",15,0,0,6,0,0,0,0,19,54,25,24,68,7,87,73,63,447,320,337,81,112,229,180,70,71,13,254,63,97,92,308,184,200,215,74
"ASV_72",98,85,100,28,120,28,0,0,0,325,277,171,0,0,0,0,0,41,41,27,9,0,0,0,2880,1712,707,0,378,516,745,0,0,0,0,0
"ASV_73",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,311,534,40,182,1543,0,0,0,0,0,0,0,0,0,8,16,3
"ASV_74",75,107,132,123,120,264,0,0,0,0,0,0,0,0,0,22,22,63,251,331,574,308,376,536,0,0,0,0,0,0,67,0,0,45,0,0
"ASV_75",712,226,510,148,291,251,0,14,0,0,0,9,48,0,294,14,4,0,159,0,0,0,291,53,20,20,0,357,39,41,53,825,247,254,335,119
"ASV_76",63,998,177,156,288,514,0,0,0,0,0,0,14,7,10,9,11,6,107,271,1396,44,172,297,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_77",39,0,53,59,41,36,0,0,0,0,0,0,0,0,0,0,0,24,327,375,954,176,534,925,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_78",25,31,32,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,224,411,438,129,282,373,0,0,0,0,0,0,0,0,0,0,13,0
"ASV_79",144,414,181,738,145,204,18,75,31,0,0,0,199,72,105,0,35,0,69,25,0,0,14,19,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_80",462,439,527,399,202,285,0,0,0,0,0,0,0,0,0,0,0,0,29,0,40,0,0,0,171,54,36,0,547,807,1118,0,0,0,0,0
"ASV_81",61,86,101,167,70,139,7,23,32,93,43,70,46,39,110,23,0,557,57,68,52,19,26,18,3235,1187,720,0,0,0,32,0,0,0,0,0
"ASV_83",263,1334,476,403,399,216,30,38,47,34,24,14,0,0,0,0,0,14,0,0,0,0,0,0,256,153,87,0,226,264,255,0,0,0,0,0
"ASV_85",534,134,913,151,165,152,0,0,0,0,0,0,0,0,0,0,0,0,434,117,155,102,162,145,0,0,0,109,0,0,0,156,137,115,70,57
"ASV_86",66,44,24,0,0,0,102,118,200,105,80,142,378,336,796,77,92,838,276,0,0,30,271,21,196,60,37,106,48,46,79,251,105,122,101,42
"ASV_87",155,91,89,0,29,0,42,70,19,12,19,9,531,47,3862,0,41,51,104,0,0,66,85,6,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_88",156,202,183,147,212,520,0,0,0,0,0,0,0,0,0,0,0,0,162,211,379,226,206,412,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_89",0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,23,0,181,61,208,440,156,174,354,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,154,70,38,1448,264,372,356,1597,1061,885,1023,445
"ASV_91",382,209,215,101,364,180,209,205,186,0,0,0,521,362,423,0,97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_92",0,0,0,0,0,0,1238,2995,1043,106,98,67,254,683,522,7,22,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_93",46,0,41,0,0,0,851,581,2445,32,9,13,575,1623,599,3,88,66,0,0,0,0,0,0,41,32,0,40,26,32,18,39,28,0,29,0
"ASV_94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,373,0,92,433,171,0,0,0,26,0,0,0,64,12,15,12,0
"ASV_95",0,36,37,24,36,0,31,366,28,117,24,25,118,179,318,190,53,117,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
"ASV_96",468,557,416,118,824,180,0,0,0,0,0,0,0,0,14,0,0,0,29,35,0,7,85,29,16,0,0,166,18,0,0,722,109,125,224,62
"ASV_97",34,67,40,30,33,16,0,0,0,0,0,0,0,0,0,22,0,147,83,232,114,86,155,281,0,0,0,0,0,0,0,0,0,0,23,0
"ASV_98",0,0,0,0,0,0,58,80,133,1093,914,1421,533,175,433,125,138,1302,16,0,0,0,1,0,121,53,30,0,70,84,96,0,0,0,0,0
"ASV_100",0,0,0,0,0,0,0,0,0,214,236,95,0,0,0,220,106,2127,275,219,111,143,251,78,76,39,17,0,0,0,0,0,0,0,0,0
"ASV_101",2,2,7,0,1,20,0,0,0,74,40,37,0,0,0,20,44,130,658,120,0,223,501,33,3,0,0,4,17,18,18,10,5,5,4,0
"ASV_102",43,121,47,36,63,68,0,0,0,0,0,0,10,9,0,14,23,151,111,340,255,181,316,764,0,0,0,0,0,0,0,0,0,6,0,0
"ASV_103",38,14,42,20,20,16,0,0,0,0,0,0,0,0,0,1375,0,0,70,179,216,115,295,165,0,0,0,9,0,0,0,0,0,6,0,0
"ASV_104",58,91,65,40,101,116,0,33,0,0,0,0,50,0,49,0,19,0,56,2064,30,17,198,568,17,0,0,39,35,36,51,146,27,35,35,0
"ASV_105",236,311,271,133,348,73,0,0,0,0,0,0,0,0,0,0,0,0,173,94,43,37,110,77,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,348,34,129,498,93,0,0,0,133,19,0,24,176,108,87,120,49
"ASV_107",0,0,12,11,9,0,66,103,85,76,384,205,431,418,1019,1458,160,1476,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_108",0,214,65,60,65,104,0,0,0,0,0,3,75,378,425,0,0,57,0,0,50,50,0,131,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_109",0,0,0,0,0,0,11,7,21,0,13,0,0,0,0,0,16,0,0,0,0,0,0,0,11,7,0,0,1752,1863,2475,0,0,0,0,0
"ASV_110",60,498,157,402,189,322,4,0,0,0,9,0,19,25,36,27,14,106,28,157,83,63,53,47,18,0,0,9,18,14,16,0,0,0,0,0
"ASV_111",53,200,128,14,148,236,0,0,0,0,0,0,0,0,0,0,0,0,331,158,748,13,267,1495,0,0,0,0,154,185,171,0,0,0,0,0
"ASV_112",328,193,387,704,370,222,40,49,30,0,0,0,35,20,35,0,19,0,0,0,4,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_113",0,0,0,0,0,0,15,37,65,1276,1030,1454,145,141,294,76,96,1132,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"ASV_114",0,0,0,0,0,0,0,0,0,1204,1268,1139,0,0,0,148,115,1840,0,0,0,0,0,0,19,0,0,0,0,0,35,0,0,0,0,0
"ASV_116",426,55,374,17,138,268,0,0,0,0,0,0,0,0,0,0,0,0,145,56,0,80,0,86,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_118",0,42,0,0,27,19,0,0,0,0,0,0,0,0,0,0,0,46,175,230,201,126,388,295,42,23,0,0,0,7,0,0,0,0,0,0
"ASV_119",0,0,0,0,0,0,0,0,24,699,608,469,0,4,0,695,755,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_120",292,255,305,68,272,410,212,171,215,0,0,0,255,241,86,0,35,3,0,5,160,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_121",64,34,39,59,70,795,0,0,0,0,0,0,18,19,31,3008,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_122",0,0,0,0,1,0,267,30,1169,2111,615,556,502,25,3,0,57,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_123",210,486,480,26,326,228,0,0,0,0,0,0,41,221,31,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_124",4,11,4,18,10,277,0,0,0,0,0,0,0,0,0,4546,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_125",139,249,266,290,204,177,54,70,94,55,16,35,12,130,10,0,14,24,196,151,59,18,71,22,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_126",0,0,0,0,0,0,0,0,0,233,1024,287,0,0,0,684,298,2406,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_127",98,223,82,191,142,97,23,0,0,0,14,0,318,516,565,63,66,700,45,72,44,5,8,34,68,0,0,3,17,25,11,0,0,0,0,0
"ASV_130",0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,122,83,44,208,55,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_131",158,175,462,692,260,156,0,10,0,0,0,11,0,0,0,0,0,0,0,106,139,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_132",121,547,129,75,188,1110,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_133",148,245,230,143,113,99,0,86,75,27,21,42,17,51,0,0,0,0,308,257,112,51,88,33,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_134",179,141,360,186,198,56,157,237,131,18,28,0,970,217,202,78,91,32,21,27,13,18,14,2,0,0,0,0,0,0,0,18,0,0,0,0
"ASV_135",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,53,21,273,412,55,138,333,0,0,0,0,0,0,0,0,0,0,13,0
"ASV_136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,593,406,119,517,156,201,266,1230,376,318,408,142
"ASV_137",232,434,265,396,291,122,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,212,187,474,0,0,0,0,0
"ASV_138",63,188,150,0,69,55,0,0,0,0,0,0,0,0,0,0,0,0,113,114,374,74,140,316,0,0,0,0,0,0,0,0,0,0,10,0
"ASV_139",158,78,80,189,412,61,0,0,0,0,0,0,0,0,0,0,0,0,246,316,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_140",13,0,0,0,0,0,1664,1101,572,77,60,0,193,127,553,0,0,97,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_141",0,0,0,17,0,0,0,59,0,0,0,0,0,0,0,0,0,29,285,346,30,195,458,224,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_142",24,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,165,45,49,213,38,0,0,0,54,0,0,0,39,82,69,0,21
"ASV_143",302,156,161,18,114,0,0,18,0,0,0,0,0,0,0,0,0,0,150,0,0,0,55,42,0,0,0,41,0,0,0,156,13,0,26,11
"ASV_144",0,0,0,29,0,17,0,0,0,6,0,0,0,0,0,0,0,0,378,371,44,182,420,264,0,0,0,0,0,0,0,0,20,0,0,0
"ASV_145",0,22,42,0,3,0,28,54,167,13,25,6,113,36,219,3,7,35,368,0,0,75,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"ASV_148",0,0,0,0,35,0,469,143,1082,0,0,0,83,139,159,43,0,0,84,0,0,0,44,0,0,0,0,40,0,0,0,348,24,84,77,0
"ASV_150",0,0,0,0,0,0,0,0,0,113,206,79,23,0,0,657,517,2394,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_152",27,96,179,58,77,180,0,0,0,0,0,0,0,121,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,95,849,32,131,164,14,0,0,0,0,0,0,0,0,0,0,0
"ASV_154",138,474,139,265,225,359,0,0,0,0,0,0,0,0,0,0,0,0,112,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_155",30,23,254,92,113,67,0,0,0,0,0,0,0,0,3,0,0,0,92,173,0,8,301,0,0,0,0,234,0,0,0,912,94,137,247,69
"ASV_157",71,127,59,53,45,53,0,0,0,31,25,16,87,93,82,72,58,314,92,116,98,26,34,38,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,119,64,26,658,113,125,122,995,359,409,581,221
"ASV_159",149,142,0,62,101,0,225,227,258,0,0,0,256,375,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_160",0,0,0,31,0,0,0,10,0,8,0,0,104,157,128,0,17,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_161",0,0,0,0,0,0,29,13,0,0,0,0,0,12,8,0,0,14,0,0,0,0,0,0,0,0,0,0,571,539,927,0,0,0,0,0
"ASV_163",131,257,373,227,147,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,283,412,0,0,0,0,0
"ASV_164",212,50,353,0,101,0,143,155,144,0,0,0,300,114,379,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_165",248,473,253,298,91,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,90,104,138,0,0,0,0,0
"ASV_166",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,306,118,0,626,775,931,0,0,0,0,0
"ASV_167",41,33,33,38,15,57,0,14,0,16,19,14,0,0,0,65,70,139,158,174,73,41,78,86,0,0,0,17,0,0,0,0,0,0,24,0
"ASV_168",89,94,60,0,49,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,48,60,0,0,0,0,0
"ASV_169",70,123,49,64,21,31,0,0,0,0,0,0,0,0,0,0,0,0,110,172,65,63,230,140,0,0,0,0,0,0,0,0,0,0,6,0
"ASV_170",209,84,151,94,188,80,68,80,71,0,0,0,154,117,135,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_171",0,0,7,8,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,39,18,0,763,1079,1286,0,0,0,0,0
"ASV_172",33,124,91,0,13,63,0,0,0,0,0,0,150,0,133,31,0,155,72,0,0,48,49,37,0,0,0,58,0,0,0,85,38,45,58,0
"ASV_173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,734,439,124,26,571,678,746,0,0,29,16,16
"ASV_174",0,0,0,0,0,0,646,669,270,48,44,34,27,58,0,0,0,12,0,0,0,0,0,0,0,0,0,0,133,203,240,0,0,0,0,0
"ASV_175",0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,15,43,152,190,66,109,192,0,0,0,0,7,14,23,0,0,0,0,0
"ASV_176",33,0,0,0,0,17,0,0,0,0,0,0,29,0,0,0,0,0,0,25,27,0,45,23,0,0,0,19,0,0,0,64,0,0,0,0
"ASV_177",77,26,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,501,0,0,44,313,0,0,0,0,0,78,76,80,0,0,0,0,0
"ASV_178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,174,187,101,189,329,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_179",26,0,37,25,0,27,19,0,0,0,0,0,24,0,51,0,0,141,76,106,121,43,131,139,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_181",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,206,333,103,103,427,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_182",151,93,269,358,192,352,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_183",81,425,154,244,59,123,0,0,0,0,0,0,0,0,0,0,0,29,80,171,70,37,103,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_184",68,114,65,61,75,118,57,110,112,26,22,18,156,116,90,17,10,7,0,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_185",0,0,0,0,0,0,14,24,0,0,47,29,434,269,823,290,220,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
